folder,url,has_logo,brand_matched,brand_confidence,domain_brand_mismatch,has_login_elements,has_password_field,page_has_security_indicators,image_quality_score,logo_size_proportion,logo_position_typical,used_gpt_detection,gpt_confidence,is_crp,domain_match_score,phish_score
Absa Group+2020-09-14-16`49`20,http://arandasrestaurant.com/?caf=1&bpt=345&viks=c3V6aWVAaWRlYWVuZ2luZWVycy5jby56YQ%3D%3D&query=Restaurant+Menu&afdToken=ChMI0eLj6dPCjAMVgVY1Ch274DYmEoIBAZS6qY-1ElyllvAmSqf5YEKd013r8U-aHCwiJiew0FnR-Pu1pqsOil0f4n7pH63GMsImSBiAEHApC4O3Mp4J1iAs2L2-NKuLKpbZ_jefBdWCfFOJvCyuLbbz_8hrrhhlYOz00OhxNIyo8ii8QByElvIOsCLJpxBc-USmSbjLs_0bvSAB&pcsa=false&nb=0&nm=2&nx=331&ny=45&is=700x363&clkt=2,1.0,1.0,0.9322686791419983,1.0,0.0,0.0,0.0,0.8,0.0028497320939326514,0.0,0.0,0.0,0.0,0.0,0.6
tiffanyWebForDynamicTesting,https://tiffanybao.netlify.app/login,1.0,1.0,0.8731050491333008,1.0,1.0,1.0,1.0,0.8,0.041680395793205365,0.0,0.0,0.0,1.0,0.0,1.0
apple.com,https://account.apple.com/,1.0,1.0,0.85,0.0,0.0,0.0,1.0,0.7,0.00402380658402471,0.0,1.0,0.85,0.0,1.0,0.0
Amazon.com Inc.+2020-07-16-09`43`27,http://sezamplus.com/wp-content/zon/67a75/,1.0,1.0,0.9735680222511292,1.0,1.0,0.0,0.0,0.8,0.002933428258071711,0.0,0.0,0.0,1.0,0.0,1.0
accounts.g.cdcde.com,https://accounts.g.cdcde.com/ServiceLogin?passive=1209600&osid=1&continue=https://plus.g.cdcde.com/&followup=https://plus.g.cdcde.com/,1.0,1.0,0.9679251313209534,1.0,1.0,1.0,1.0,0.8,0.001246186951060354,0.0,0.0,0.0,1.0,0.0,1.0
ru.russianmastercach-republick.xyz,https://ru.russianmastercach-republick.xyz/,1.0,1.0,0.9677867889404297,1.0,0.0,0.0,1.0,0.8,0.014899389717623649,0.0,0.0,0.0,0.0,0.0,0.6
www.paypal.com,https://www.paypal.com/signin,1.0,1.0,0.8731049299240112,0.0,1.0,1.0,1.0,0.8,0.04167901207021564,0.0,0.0,0.0,1.0,1.0,0.0
dio'sWebsite,https://tiffanybao.netlify.app/,1.0,0.0,0.6860458254814148,0.0,0.0,0.0,1.0,0.5,0.0033433596847311973,0.0,1.0,0.0,0.0,0.0,0.0
Absa Group+2020-09-14-16`49`20,http://arandasrestaurant.com/?caf=1&bpt=345&viks=c3V6aWVAaWRlYWVuZ2luZWVycy5jby56YQ%3D%3D&query=Restaurant+Menu&afdToken=ChMI6Z33pdTCjAMVTRJiAB2BBijOEnwBlLqpj3WzV2PRq3RhDI6SswElX9_e_mUHWWy3Fv4CL2pyol4isuYMaqeypnAMciblR0QFNRvhpXNdwRAyXi1kG4VdLce75aLeA66sqb_a19DxaCjJv7KsWVAIO26nJ20h1Z00hHBxzawTOLe1uMseifZS8NwGRKIG6CGpIAE&pcsa=false&nb=0&nm=2&nx=331&ny=45&is=700x363&clkt=1,1.0,1.0,0.9322687387466431,1.0,0.0,0.0,0.0,0.8,0.0028496253418660612,0.0,0.0,0.0,0.0,0.0,0.6
tiffanyWebForDynamicTesting,https://tiffanybao.netlify.app/login,1.0,1.0,0.8731049299240112,1.0,1.0,1.0,1.0,0.8,0.04167901207021564,0.0,0.0,0.0,1.0,0.0,1.0
apple.com,https://account.apple.com/,1.0,1.0,0.85,0.0,0.0,0.0,1.0,0.7,0.004023336032809153,0.0,1.0,0.85,0.0,1.0,0.0
Amazon.com Inc.+2020-07-16-09`43`27,http://sezamplus.com/wp-content/zon/67a75/,1.0,1.0,0.9735680818557739,1.0,1.0,0.0,0.0,0.8,0.002933479827127339,0.0,0.0,0.0,1.0,0.0,1.0
accounts.g.cdcde.com,https://accounts.g.cdcde.com/ServiceLogin?passive=1209600&osid=1&continue=https://plus.g.cdcde.com/&followup=https://plus.g.cdcde.com/,1.0,1.0,0.9679251313209534,1.0,1.0,1.0,1.0,0.8,0.0012462050826461226,0.0,0.0,0.0,1.0,0.0,1.0
kiewguide.com,http://kiewguide.com/umde/Absa%20Online%20-%20PROFILE.htm,1.0,1.0,0.9387905597686768,1.0,1.0,0.0,0.0,0.8,0.007764126045521205,0.0,0.0,0.0,1.0,0.0,1.0
faketiffany'sWebsite,https://tiffanybao.netlify.app/#projects,1.0,0.0,0.6860458254814148,0.0,0.0,0.0,1.0,0.5,0.0033433596847311973,0.0,1.0,0.0,0.0,0.0,0.0
ru.russianmastercach-republick.xyz,https://ru.russianmastercach-republick.xyz/,1.0,1.0,0.9677867293357849,1.0,0.0,0.0,1.0,0.8,0.014899237291888062,0.0,0.0,0.0,0.0,0.0,0.6
www.paypal.com,https://www.paypal.com/signin,1.0,1.0,0.8731048703193665,0.0,1.0,1.0,1.0,0.8,0.04167940556644084,0.0,0.0,0.0,1.0,1.0,0.0
dio'sWebsite,https://tiffanybao.netlify.app/,1.0,0.0,0.6860458850860596,0.0,0.0,0.0,1.0,0.5,0.0033434344195235896,0.0,1.0,0.0,0.0,0.0,0.0
Absa Group+2020-09-14-16`49`20,http://arandasrestaurant.com/?caf=1&bpt=345&viks=c3V6aWVAaWRlYWVuZ2luZWVycy5jby56YQ%3D%3D&query=Restaurant+Menu&afdToken=ChMIhJ6l7tTCjAMVhhJZBR1fdCipEnwBlLqpj8d2lPbSm82Bh2fD0s_TjKH02V3m_xcmmvhlBaZkvc1-VRidNa1UplccvJO_dUgVG7ZjyQ9-wQdyGEjjaDXjj02avv7ev4xrvrsGcJkFEpXqUoAbmMOPa6hPBfgwCR2CVIhGRGQF1PTx0GoUnsS3gAweCwFyfyvQIAE&pcsa=false&nb=0&nm=2&nx=331&ny=45&is=700x363&clkt=2,1.0,1.0,0.9322687983512878,1.0,0.0,0.0,0.0,0.8,0.0028496793935453473,0.0,0.0,0.0,0.0,0.0,0.6
tiffanyWebForDynamicTesting,https://tiffanybao.netlify.app/login,1.0,1.0,0.8731048703193665,1.0,1.0,1.0,1.0,0.8,0.04167940556644084,0.0,0.0,0.0,1.0,0.0,1.0
ru.russianmastercach-republick.xyz,https://ru.russianmastercach-republick.xyz/,1.0,1.0,0.9677866697311401,1.0,0.0,0.0,1.0,0.8,0.014895854737798331,0.0,0.0,0.0,0.0,0.0,0.6
www.paypal.com,https://www.paypal.com/signin,1.0,1.0,0.8731051087379456,0.0,1.0,1.0,1.0,0.8,0.04167738619570271,0.0,0.0,0.0,1.0,1.0,0.0
dio'sWebsite,https://tiffanybao.netlify.app/,1.0,0.0,0.6860460042953491,0.0,0.0,0.0,1.0,0.5,0.0033433399892804946,0.0,1.0,0.0,0.0,0.0,0.0
Absa Group+2020-09-14-16`49`20,http://arandasrestaurant.com/?caf=1&bpt=345&viks=c3V6aWVAaWRlYWVuZ2luZWVycy5jby56YQ%3D%3D&query=Restaurant+Menu&afdToken=ChMIuM246tfCjAMVQhRZBR2GORttEnwBlLqpj0Ll5c1xzSvEjpgQfQiccO1kSnSlFYAyqBIOeWQlvrJdmw1khEqcDwSimzwOX57EKF4HgRaU12c18TjLjGn0vxDDsPNqUyzqjIcs79uxuDU3NW8R63w8N7tuYcWHN5YA_IeFnmht99M32u53XgGJ6NvpO4_qpsUpIAE&pcsa=false&nb=0&nm=2&nx=331&ny=45&is=700x363&clkt=7,1.0,1.0,0.9322686195373535,1.0,0.0,0.0,0.0,0.8,0.0028496531784808934,0.0,0.0,0.0,0.0,0.0,0.6
tiffanyWebForDynamicTesting,https://tiffanybao.netlify.app/login,1.0,1.0,0.8731051087379456,1.0,1.0,1.0,1.0,0.8,0.04167738619570271,0.0,0.0,0.0,1.0,0.0,1.0
apple.com,https://account.apple.com/,1.0,1.0,0.85,0.0,0.0,0.0,1.0,0.7,0.004023470438585089,0.0,1.0,0.85,0.0,1.0,0.0
Amazon.com Inc.+2020-07-16-09`43`27,http://sezamplus.com/wp-content/zon/67a75/,1.0,1.0,0.9735681414604187,1.0,1.0,0.0,0.0,0.8,0.00293351067437066,0.0,0.0,0.0,1.0,0.0,1.0
accounts.g.cdcde.com,https://accounts.g.cdcde.com/ServiceLogin?passive=1209600&osid=1&continue=https://plus.g.cdcde.com/&followup=https://plus.g.cdcde.com/,1.0,1.0,0.9679251909255981,1.0,1.0,1.0,1.0,0.8,0.0012461637567590784,0.0,0.0,0.0,1.0,0.0,1.0
kiewguide.com,http://kiewguide.com/umde/Absa%20Online%20-%20PROFILE.htm,1.0,1.0,0.938790500164032,1.0,1.0,0.0,0.0,0.8,0.007764487222324295,0.0,0.0,0.0,1.0,0.0,1.0
faketiffany'sWebsite,https://tiffanybao.netlify.app/#projects,1.0,0.0,0.6860460042953491,0.0,0.0,0.0,1.0,0.5,0.0033433399892804946,0.0,1.0,0.0,0.0,0.0,0.0
Apple Inc.+2019-08-18-17`23`17,https://www.domainorder.nl/register/?ref=so&dn=deltaweb.be,1.0,1.0,0.8805832862854004,1.0,1.0,1.0,1.0,0.8,0.009531416911585636,0.0,0.0,0.0,1.0,0.0,1.0
1&1 Ionos+2019-07-28-22`34`40,http://serv-acamai.com/1und1/de/index.php,1.0,1.0,0.85,1.0,1.0,0.0,0.0,0.7,0.004057251058722252,0.0,1.0,0.85,1.0,0.0,1.0
ru.russianmastercach-republick.xyz,https://ru.russianmastercach-republick.xyz/,1.0,1.0,0.967786431312561,1.0,0.0,0.0,1.0,0.8,0.014899237291888062,0.0,0.0,0.0,0.0,0.0,0.6
www.paypal.com,https://www.paypal.com/signin,1.0,1.0,0.8731042146682739,0.0,1.0,1.0,1.0,0.8,0.04167940556644084,0.0,0.0,0.0,1.0,1.0,0.0
dio'sWebsite,https://tiffanybao.netlify.app/,1.0,0.0,0.6860454678535461,0.0,0.0,0.0,1.0,0.5,0.003343472731222217,0.0,1.0,0.0,0.0,0.0,0.0
Absa Group+2020-09-14-16`49`20,http://arandasrestaurant.com/?caf=1&bpt=345&viks=c3V6aWVAaWRlYWVuZ2luZWVycy5jby56YQ%3D%3D&query=Restaurant+Menu&afdToken=ChMIseiTk9nCjAMVSRJZBR2SsiHKEnwBlLqpj95ENjKWQ68fN2l_iaAOHFoLh1yxAhdMfWt4sC-BSHhCP_J2LfO8GbrLNC6f4EitTD5kwDlWBNKVul9TMVW-AD7bntWkIkx-1S9SbfJ-SBiaV0JK0PWtql3ycoTg-hKqQ10Gi8X83tAdBO0XkfRVpNQohCYmyAswIAE&pcsa=false&nb=0&nm=2&nx=331&ny=45&is=700x363&clkt=4,1.0,1.0,0.9322673678398132,1.0,0.0,0.0,0.0,0.8,0.0028496969603411153,0.0,0.0,0.0,0.0,0.0,0.6
tiffanyWebForDynamicTesting,https://tiffanybao.netlify.app/login,1.0,1.0,0.8731042146682739,1.0,1.0,1.0,1.0,0.8,0.04167940556644084,0.0,0.0,0.0,1.0,0.0,1.0
apple.com,https://account.apple.com/,1.0,1.0,0.85,0.0,0.0,0.0,1.0,0.7,0.004023463626596445,0.0,1.0,0.85,0.0,1.0,0.0
Amazon.com Inc.+2020-07-16-09`43`27,http://sezamplus.com/wp-content/zon/67a75/,1.0,1.0,0.9735677242279053,1.0,1.0,0.0,0.0,0.8,0.002933562007951148,0.0,0.0,0.0,1.0,0.0,1.0
accounts.g.cdcde.com,https://accounts.g.cdcde.com/ServiceLogin?passive=1209600&osid=1&continue=https://plus.g.cdcde.com/&followup=https://plus.g.cdcde.com/,1.0,1.0,0.9679260849952698,1.0,1.0,1.0,1.0,0.8,0.0012461999021930459,0.0,0.0,0.0,1.0,0.0,1.0
kiewguide.com,http://kiewguide.com/umde/Absa%20Online%20-%20PROFILE.htm,1.0,1.0,0.9388001561164856,1.0,1.0,0.0,0.0,0.8,0.007764365744043874,0.0,0.0,0.0,1.0,0.0,1.0
faketiffany'sWebsite,https://tiffanybao.netlify.app/#projects,1.0,0.0,0.6860454678535461,0.0,0.0,0.0,1.0,0.5,0.003343472731222217,0.0,1.0,0.0,0.0,0.0,0.0
Apple Inc.+2019-08-18-17`23`17,https://www.domainorder.nl/register/?ref=so&dn=deltaweb.be,1.0,1.0,0.880582869052887,1.0,1.0,1.0,1.0,0.8,0.009530962877479631,0.0,0.0,0.0,1.0,0.0,1.0
1&1 Ionos+2019-07-28-22`34`40,http://serv-acamai.com/1und1/de/index.php,1.0,1.0,0.85,1.0,1.0,0.0,0.0,0.7,0.004057221076253321,0.0,1.0,0.85,1.0,0.0,1.0
ru.russianmastercach-republick.xyz,https://ru.russianmastercach-republick.xyz/,1.0,1.0,0.9677869081497192,1.0,0.0,0.0,1.0,0.8,0.014895512050151657,0.0,0.0,0.0,0.0,0.0,0.6
www_paypal_com_hk_home,https://www.paypal.com/signin,1.0,1.0,0.872718095779419,0.0,1.0,1.0,1.0,0.8,0.0010001826108958845,0.0,0.0,0.0,1.0,1.0,0.0
tiffanybao_netlify_app_,https://tiffanybao.netlify.app/,1.0,0.0,0.675592303276062,0.0,0.0,0.0,1.0,0.5,0.0033115358585759,0.0,1.0,0.0,0.0,0.0,0.0
arandasrestaurant_com_wp_content_themes_generatepress_pweb_rmida__viks_c3V6aWVAaWRlYWVuZ2luZWVycy5jby56YQ__,http://arandasrestaurant.com/wp-content/themes/generatepress/pweb/rmida/?viks=c3V6aWVAaWRlYWVuZ2luZWVycy5jby56YQ==,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiffanybao_netlify_app__work,https://tiffanybao.netlify.app/#work,1.0,0.0,0.675592303276062,0.0,0.0,0.0,1.0,0.5,0.0033115358585759,0.0,1.0,0.0,0.0,0.0,0.0
account_apple_com_,https://account.apple.com/,1.0,1.0,0.85,0.0,0.0,0.0,1.0,0.7,0.0035205523510837317,0.0,1.0,0.85,0.0,1.0,0.0
sezamplus_com_wp_content_zon_67a75_,http://sezamplus.com/wp-content/zon/67a75/,1.0,0.0,0.7029651403427124,0.0,0.0,0.0,0.0,0.5,0.012921362027942902,0.0,1.0,0.0,0.0,0.0,0.0
accounts_g_cdcde_com_ServiceLogin_passive_1209600_osid_1_continue_plus_g_cdcde_com__followup_plus_g_cdcde_com_,https://accounts.g.cdcde.com/ServiceLogin?passive=1209600&osid=1&continue=https://plus.g.cdcde.com/&followup=https://plus.g.cdcde.com/,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kiewguide.com,http://kiewguide.com/umde/Absa%20Online%20-%20PROFILE.htm,1.0,1.0,0.9387904405593872,1.0,1.0,0.0,0.0,0.8,0.00776469108242707,0.0,0.0,0.0,1.0,0.0,1.0
tiffanybao_netlify_app__projects,https://tiffanybao.netlify.app/#projects,1.0,0.0,0.675592303276062,0.0,0.0,0.0,1.0,0.5,0.0033115358585759,0.0,1.0,0.0,0.0,0.0,0.0
deltaweb_be_wp_content_plugins_cherry_plugin_admin_import_export_account_,https://deltaweb.be/wp-content/plugins/cherry-plugin/admin/import-export/account/,1.0,0.0,0.6356275081634521,0.0,0.0,0.0,1.0,0.5,0.0026948637629585657,0.0,1.0,0.0,0.0,0.0,0.0
1&1 Ionos+2019-07-28-22`34`40,http://serv-acamai.com/1und1/de/index.php,1.0,1.0,0.85,1.0,1.0,0.0,0.0,0.7,0.004057449254523369,0.0,1.0,0.85,1.0,0.0,1.0
ru.russianmastercach-republick.xyz,https://ru.russianmastercach-republick.xyz/,1.0,1.0,0.9677867293357849,1.0,0.0,0.0,1.0,0.8,0.014899237291888062,0.0,0.0,0.0,0.0,0.0,0.6
www.paypal.com,https://www.paypal.com/signin,1.0,1.0,0.8731049299240112,0.0,1.0,1.0,1.0,0.8,0.04167940556644084,0.0,0.0,0.0,1.0,1.0,0.0
dio'sWebsite,https://tiffanybao.netlify.app/,1.0,0.0,0.6860458254814148,0.0,0.0,0.0,1.0,0.5,0.003343472731222217,0.0,1.0,0.0,0.0,0.0,0.0
Absa Group+2020-09-14-16`49`20,http://arandasrestaurant.com/?caf=1&bpt=345&viks=c3V6aWVAaWRlYWVuZ2luZWVycy5jby56YQ%3D%3D&query=Restaurant+Menu&afdToken=ChMIi8bJw-DCjAMVLjJZBR3yahhhEnwBlLqpj2CqNZXqabR5i-MeRCej_s_gTnGUHYXsADIsF5IsF2Xq5DzgljDKFyDYs6EmOh4TAK65dxjJsbUW-ppqeojOJ8H-Np2mZXPPn0l8_ocZvvkd5405sGpswwFmkciRfGRrvdZ-pIOaDmmcN7aF8iyYL2eayATkWp3FIAE&pcsa=false&nb=0&nm=2&nx=331&ny=45&is=700x363&clkt=3,1.0,1.0,0.9322686791419983,1.0,0.0,0.0,0.0,0.8,0.0028496969603411153,0.0,0.0,0.0,0.0,0.0,0.6
tiffanyWebForDynamicTesting,https://tiffanybao.netlify.app/login,1.0,1.0,0.8731049299240112,1.0,1.0,1.0,1.0,0.8,0.04167940556644084,0.0,0.0,0.0,1.0,0.0,1.0
apple.com,https://account.apple.com/,1.0,1.0,0.85,0.0,0.0,0.0,1.0,0.7,0.004023463626596445,0.0,1.0,0.85,0.0,1.0,0.0
Amazon.com Inc.+2020-07-16-09`43`27,http://sezamplus.com/wp-content/zon/67a75/,1.0,1.0,0.9735681414604187,1.0,1.0,0.0,0.0,0.8,0.002933562007951148,0.0,0.0,0.0,1.0,0.0,1.0
accounts.g.cdcde.com,https://accounts.g.cdcde.com/ServiceLogin?passive=1209600&osid=1&continue=https://plus.g.cdcde.com/&followup=https://plus.g.cdcde.com/,1.0,1.0,0.9679251313209534,1.0,1.0,1.0,1.0,0.8,0.0012461999021930459,0.0,0.0,0.0,1.0,0.0,1.0
kiewguide.com,http://kiewguide.com/umde/Absa%20Online%20-%20PROFILE.htm,1.0,1.0,0.9387905597686768,1.0,1.0,0.0,0.0,0.8,0.007764365744043874,0.0,0.0,0.0,1.0,0.0,1.0
faketiffany'sWebsite,https://tiffanybao.netlify.app/#projects,1.0,0.0,0.6860458254814148,0.0,0.0,0.0,1.0,0.5,0.003343472731222217,0.0,1.0,0.0,0.0,0.0,0.0
Apple Inc.+2019-08-18-17`23`17,https://www.domainorder.nl/register/?ref=so&dn=deltaweb.be,1.0,1.0,0.8805833458900452,1.0,1.0,1.0,1.0,0.8,0.00953124935137985,0.0,0.0,0.0,1.0,0.0,1.0
1&1 Ionos+2019-07-28-22`34`40,http://serv-acamai.com/1und1/de/index.php,1.0,1.0,0.85,1.0,1.0,0.0,0.0,0.7,0.0040571856424264025,0.0,1.0,0.85,1.0,0.0,1.0
ru.russianmastercach-republick.xyz,https://ru.russianmastercach-republick.xyz/,1.0,1.0,0.9677866697311401,1.0,0.0,0.0,1.0,0.8,0.014895236386587296,0.0,0.0,0.0,0.0,0.0,0.6
www.paypal.com,https://www.paypal.com/signin,1.0,1.0,0.873104989528656,0.0,1.0,1.0,1.0,0.8,0.041681364399298176,0.0,0.0,0.0,1.0,1.0,0.0
dio'sWebsite,https://tiffanybao.netlify.app/,1.0,0.0,0.68604576587677,0.0,0.0,0.0,1.0,0.5,0.0033433826177902345,0.0,1.0,0.0,0.0,0.0,0.0
Absa Group+2020-09-14-16`49`20,http://arandasrestaurant.com/wp-content/themes/generatepress/pweb/rmida/?viks=c3V6aWVAaWRlYWVuZ2luZWVycy5jby56YQ==,1.0,1.0,0.9322685599327087,1.0,0.0,0.0,0.0,0.8,0.002849589127240939,0.0,0.0,0.0,0.0,0.0,0.6
tiffanyWebForDynamicTesting,https://tiffanybao.netlify.app/login,1.0,1.0,0.873104989528656,1.0,1.0,1.0,1.0,0.8,0.041681364399298176,0.0,0.0,0.0,1.0,0.0,1.0
apple.com,https://account.apple.com/,1.0,1.0,0.85,0.0,0.0,0.0,1.0,0.7,0.004023495066544033,0.0,1.0,0.85,0.0,1.0,0.0
Amazon.com Inc.+2020-07-16-09`43`27,http://sezamplus.com/wp-content/zon/67a75/,1.0,1.0,0.9735679626464844,1.0,1.0,0.0,0.0,0.8,0.0029333521996015386,0.0,0.0,0.0,1.0,0.0,1.0
accounts.g.cdcde.com,https://accounts.g.cdcde.com/ServiceLogin?passive=1209600&osid=1&continue=https://plus.g.cdcde.com/&followup=https://plus.g.cdcde.com/,1.0,1.0,0.9679251313209534,1.0,1.0,1.0,1.0,0.8,0.0012462185047290943,0.0,0.0,0.0,1.0,0.0,1.0
tiffanyWebForDynamicTesting,https://tiffanybao.netlify.app/login,1.0,1.0,0.8731034398078918,1.0,1.0,1.0,1.0,0.8,0.04168025742090639,0.0,0.0,0.0,1.0,0.0,1.0
apple.com,https://account.apple.com/,1.0,1.0,0.85,0.0,0.0,0.0,1.0,0.7,0.00402341044068511,0.0,1.0,0.85,0.0,1.0,0.0
tiffanybao.netlify.app,https://tiffanybao.netlify.app/#work,1.0,0.0,0.6755825281143188,0.0,0.0,0.0,1.0,0.5,0.0033112853290424085,0.0,1.0,0.0,0.0,0.0,0.0
account.apple.com,https://account.apple.com/,1.0,1.0,0.85,0.0,0.0,0.0,1.0,0.7,0.0035202050690443178,0.0,1.0,0.85,0.0,1.0,0.0
tiffanybao.netlify.app,https://tiffanybao.netlify.app/#work,1.0,0.0,0.6755824685096741,0.0,0.0,0.0,1.0,0.5,0.003311303166096573,0.0,1.0,0.0,0.0,0.0,0.0
account.apple.com,https://account.apple.com/,1.0,1.0,0.85,0.0,0.0,0.0,1.0,0.7,0.003520498569662842,0.0,1.0,0.85,0.0,1.0,0.0
tiffanybao.netlify.app,https://tiffanybao.netlify.app/#work,1.0,0.0,0.675592303276062,0.0,0.0,0.0,1.0,0.5,0.0033112007381643255,0.0,1.0,0.0,0.0,0.0,0.0
account.apple.com,https://account.apple.com/,1.0,1.0,0.85,0.0,0.0,0.0,1.0,0.7,0.003520313712919683,0.0,1.0,0.85,0.0,1.0,0.0
