folder_name,url,is_No_Logo_Phishing,is_Fresh_Logo_Phishing,is_Learned_Logo_Phishing,is_benign_without_logo,is_benign_with_logo,label
mj7x.com,http://mj7x.com/news/wp-content/plugins/soo/login.php?&amp;amp;amp;id=7c26aae52a59ab1cbb70384f98121ec5b3a2a8ef45323246515ad0f23400a1ec4bbc9337354003e2f2d2cd39826d5968550c36dde4c8615199e9ac8f,1,0,0,0,0,1
co-host-listing-95130.casa,http://co-host-listing-95130.casa/login/loginsms.html,1,0,0,0,0,1
beautifulattendee.com,http://beautifulattendee.com/css/csd/aol$MV3/incorrect.php?rtWtTBF9p21LDRRcz0uq1n9hsJ4YpYWlWg8W9osv829LobcKPalCV8pMfr1MILrzbqgI9rOC7CFxpiHKMdYFsaptFvE82JWPgjP0,1,0,0,0,0,1
www.sexologistdoctors.com,http://www.sexologistdoctors.com/wp-content/plugins/c8owdoefa3023jxtl23h4l7gwle1dk1x/45extracted/chronopost.fr/suivi/accueil/zodeznmy=/ifram2.php,1,0,0,0,0,1
mj7x.com_duplicate,http://mj7x.com/news/wp-content/plugins/soo,1,0,0,0,0,1
zonasegura1.bn.com.multiservicioswebther.com,https://zonasegura1.bn.com.multiservicioswebther.com/BNlWeb/lnicio/logins.do,1,0,0,0,0,1
ee-billinginsupport.com,https://ee-billinginsupport.com/account,1,0,0,0,0,1
reynosemor.temp.swtest.ru_duplicate,http://reynosemor.temp.swtest.ru/abnb-listing-room-392493432/sms.html?jsp&scope=vr%2Cmessages_read%2Cmessages_write&state=&platform_onboarding=true,1,0,0,0,0,1
alhanywheretowing.com,https://alhanywheretowing.com/BTserver,1,0,0,0,0,1
reynosemor.temp.swtest.ru,http://reynosemor.temp.swtest.ru/abnb-listing-room-392493432/bnb.html,1,0,0,0,0,1
fulljhuri.com,https://fulljhuri.com/amamx.us/83897346de0e2b4b43033283552ab059/amex-confirm-your-email-retry.php?BORw0KGgoAAAANSUhEUgAABUUAAAtGCAMAAADel1ENAAAABGdBTUEAALGPC/xhBQAAAAFzUkdCAK7OHOkAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAMAUExURURGSvr5+CEfHvv7+/Hx8Pb29v39/v///7sIJv/+/uzt7QEAAUlEP/zy6u/v7//9+DEyL0JDQ/P09Ovr6vrw5?&email=&BORw0KGgoAAAANSUhEUgAABUUAAAtGCAMAAADel1ENAAAABGdBTUEAALGPC/xhBQAAAAFzUkdCAK7OHOkAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAMAUExURURGSvr5+CEfHvv7+/Hx8Pb29v39/v///7sIJv/+/uzt7QEAAUlEP/zy6u/v7//9+DEyL0JDQ/P09Ovr6vrw5,1,0,0,0,0,1
pa.sweet-thing.com_duplicate,https://pa.sweet-thing.com/.chss/update/webmail.php?userid=dodpears@ren-isac.net,1,0,0,0,0,1
via.bcpz0nasegurabetas.com,http://via.bcpz0nasegurabetas.com/app/template/login/waiting.php,1,0,0,0,0,1
ee-accountsecure.com,https://ee-accountsecure.com/billing.php?sslchannel=true&sessionid=RSlyBVbH4FXKSd19ZI8Dzgpkrhqy19pKmhKPBhoCqtAuteAWtX5Ryclltec0VNnzyxYoFsL9oGZCP0frCcgedQM6aYDOf5ZKCmV3KGDBBlKZweRjNm0CLMCKCfzBPmywBw,1,0,0,0,0,1
alaskausaa-secure.dynserv.org,http://alaskausaa-secure.dynserv.org/,1,0,0,0,0,1
centroveterinarioalfragide.pt_duplicate,https://centroveterinarioalfragide.pt/www/selfcare/us-en/en/selfcare.php,1,0,0,0,0,1
secure-alaaskausa.dynip.org,http://secure-alaaskausa.dynip.org/email.html?cmd=login_submit&id=&session=,1,0,0,0,0,1
flying-wings-consultants.com_duplicate,http://flying-wings-consultants.com/wp-admin/includes/secured/m-login.php?&amp;amp?&amp;id=94d3cc5db763d482615ba06953d7d6edd8e7583d493179e57678602bfef068347b2afc134232d5abaa1fe76d5505a1195b3156637f4e5a3eff9a6502,1,0,0,0,0,1
regularizacaixa.com,http://regularizacaixa.com/,1,0,0,0,0,1
plataformaenlineabn1.xyz,http://plataformaenlineabn1.xyz/,1,0,0,0,0,1
plataforma-segwra-bnonline1.com_duplicate,http://plataforma-segwra-bnonline1.com/BNWeb/lnicio,1,0,0,0,0,1
digidecorator.ir,https://digidecorator.ir/.well-known/pki-validation/bancor/3e3166c3817ec885beda02a5804ae74c,1,0,0,0,0,1
evmomsblog.com_duplicate,https://evmomsblog.com/NZ/ssl.asbcert/9e554946d533919564ea995df2c2fd8a,1,0,0,0,0,1
giveaway-blockchain-com.preview-domain.com,http://giveaway-blockchain-com.preview-domain.com/phrase.html,1,0,0,0,0,1
seguranca-caixa.gov.br.lembrete-novoapp.es_duplicate,https://seguranca-caixa.gov.br.lembrete-novoapp.es/,1,0,0,0,0,1
www.ee-checkinfo.com_duplicate,https://www.ee-checkinfo.com/,1,0,0,0,0,1
housekeepr.org,http://housekeepr.org/sharedocx/1/index.php,1,0,0,0,0,1
infosystemtunisie.com,http://infosystemtunisie.com/Webmail/webmail.php?email=pierre.alarcon@sediver.com,1,0,0,0,0,1
www.gradshower.com_duplicate,http://www.gradshower.com/wp-content/plugins/Update/bancor/ced0395ad334a7ac5bc3b13e4b293c95,1,0,0,0,0,1
login-eeweb.com,https://login-eeweb.com/,1,0,0,0,0,1
myee.billing-contract.com,https://myee.billing-contract.com/ee,1,0,0,0,0,1
payments-myee.com,https://payments-myee.com/,1,0,0,0,0,1
ee-billingtechinfo.com,https://ee-billingtechinfo.com/ee,1,0,0,0,0,1
ame-ofertas.com,https://ame-ofertas.com/MeusProdutos/Prefetch.php?skullid=134346533,1,0,0,0,0,1
wereldpas-aanvraagproces.alshafey.ir,https://wereldpas-aanvraagproces.alshafey.ir/index.php/d0%9A%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F:%D0%9C.%D0%92%D0%B8%D0%B4%D0%B5%D0%BE-%D0%AD%D0%BB%D1%8C%D0%B4%D0%BE%D1%80%D0%B0%D0%B4%D0%BE,1,0,0,0,0,1
mavodef144.temp.swtest.ru,http://mavodef144.temp.swtest.ru/listing-room-392493432/bnb.html?location-38728189-23-213128732190312-listing,1,0,0,0,0,1
registroenlineamultired1-bn.xyz,http://registroenlineamultired1-bn.xyz/BNWeb/lnicio/,1,0,0,0,0,1
zonasegura1.bn.com.multibasededatosbnvirtual.com,https://zonasegura1.bn.com.multibasededatosbnvirtual.com/BNlWeb/lnicio/logins.do,1,0,0,0,0,1
www.voteammi.com_duplicate,https://www.voteammi.com/images/well,1,0,0,0,0,1
webnst.com_duplicate,https://webnst.com/Blockchain/phrase.php,1,0,0,0,0,1
zonasegurabn.com.pe.utimen.com,https://zonasegurabn.com.pe.utimen.com/BN/BNWeb/Inicio,1,0,0,0,0,1
technofux.de,http://technofux.de/mail/update/webmail.php?userid=dodpears@ren-isac.net,1,0,0,0,0,1
beautifulattendee.com_duplicate,http://beautifulattendee.com/css/csd/aol$MV3/done.php?email=&wand=RPVFG1IePvUvYJCzvgOgDDJV3IAH8uVg53Vqs2o7L6khTUOuIpvelrHqud0yEN3pfrhsyzG5lXyMcfzQ1AtfGJ6yrg,1,0,0,0,0,1
turj.yolasite.com,https://turj.yolasite.com/,1,0,0,0,0,1
baradua.it,http://baradua.it/wp/wp-content/plugins/MADE/files/top.html,1,0,0,0,0,1
www.zonasegura1.bn.com.multiservicioswebther.com_duplicate,https://www.zonasegura1.bn.com.multiservicioswebther.com/BNlWeb/lnicio/logins.do,1,0,0,0,0,1
eeverify-customerupdate.com,http://eeverify-customerupdate.com/banks/bank.barclays.co.uk,1,0,0,0,0,1
rubenjay.com,http://rubenjay.com/.well-known/pki-validation/bancor/9825d184e38bc2e1675cca45c8805f5b/auth.php,1,0,0,0,0,1
thepaperpillbug.org,https://thepaperpillbug.org/memsin/Jelink.html,1,0,0,0,0,1
www.s-jena.de,http://www.s-jena.de/,1,0,0,0,0,1
steam.communyty.worldhosts.ru,http://steam.communyty.worldhosts.ru/confirm.php,1,0,0,0,0,1
zonasegura1.bn.com.multiservicioswebther.com_duplicate,https://zonasegura1.bn.com.multiservicioswebther.com/BNlWeb/lnicio/logins.do,1,0,0,0,0,1
baradua.it_duplicate,http://baradua.it/wp/wp-content/plugins/HINET/files/top.html,1,0,0,0,0,1
www.ee-checkinfo.com,https://www.ee-checkinfo.com/account/index?ac=ee,1,0,0,0,0,1
brncop.org_duplicate,https://brncop.org/SB/ssl.asbcert/8f60452cb7a4e563c78e781c19043ef7/,1,0,0,0,0,1
bt.business.iurycosta.com_duplicate,http://bt.business.iurycosta.com/2/bt.htm,1,0,0,0,0,1
auv95.ru,https://auv95.ru/wp-content/RS/,1,0,0,0,0,1
www.volarevic.com,http://www.volarevic.com/sass/cab_jo/cab/cab/cab_jo,1,0,0,0,0,1
bcpzonsaegrua1betaviabcpcom.casadenoviaselcisne.com,https://bcpzonsaegrua1betaviabcpcom.casadenoviaselcisne.com/iniciar-sesion,1,0,0,0,0,1
webmail.mserverauth.com,http://webmail.mserverauth.com/,1,0,0,0,0,1
evmomsblog.com,https://evmomsblog.com/NZ/ssl.asbcert/9e554946d533919564ea995df2c2fd8a/,1,0,0,0,0,1
vdrop.ru_duplicate,http://vdrop.ru/openid/login,1,0,0,0,0,1
wereldpas-aanvraagproces.wetransfr.ir,http://wereldpas-aanvraagproces.wetransfr.ir/index.php/false/false/py1n.html/discovercard.com/dfs/accounthome/summary/-www.schwab.com,1,0,0,0,0,1
authpage-7a636.web.app,https://authpage-7a636.web.app/index.html?alt=media,1,0,0,0,0,1
ee-billinginc.com,https://ee-billinginc.com/account,1,0,0,0,0,1
wereldpas-recyclings-proces.ihchart.ir,http://wereldpas-recyclings-proces.ihchart.ir/index.php/false/py1n.html/discovercard.com/dfs/accounthome/summary/-www.schwab.com/secure.accurint.com/unfcu2.org/login1/wachovia.com/myaccounts.aspx/investing.schwab.com/secure/schwab/https:/snsbank.nl,1,0,0,0,0,1
thepaperpillbug.org_duplicate,http://thepaperpillbug.org/health/sharefile/,1,0,0,0,0,1
mail.tetapsendiri.com,https://mail.tetapsendiri.com/fire/bell2/index.html,1,0,0,0,0,1
diruangsunyi.com,https://diruangsunyi.com/luck/Sympatico/update.html,1,0,0,0,0,1
kkr.acehprov.go.id,https://kkr.acehprov.go.id/wp-content/ssl.asbcert/55336d4b85be6691a2d5bd53ba6f708b/,1,0,0,0,0,1
ketocreated.info,https://ketocreated.info/surf3.php,1,0,0,0,0,1
mail.tetapsendiri.com_duplicate,https://mail.tetapsendiri.com/breed/bell/index.html,1,0,0,0,0,1
wereldpas-recyclings-proces.ihchart.ir_duplicate,https://wereldpas-recyclings-proces.ihchart.ir/index.php/false/py1n.html/discovercard.com/dfs/accounthome/summary/-www.schwab.com/secure.accurint.com,1,0,0,0,0,1
ffunddiiccyyy.com,https://ffunddiiccyyy.com/indexx.php?cmd=login_submit&id=f1b3b4e54a3f1cf50e7f222f5897016af1b3b4e54a3f1cf50e7f222f5897016a&session=f1b3b4e54a3f1cf50e7f222f5897016af1b3b4e54a3f1cf50e7f222f5897016a,1,0,0,0,0,1
leesangku.com_duplicate,http://leesangku.com/pruboard/technote/board/gener/sg/1c603041273ddca1605a301562552cb1/authen.html,1,0,0,0,0,1
airbnbcouk.temp.swtest.ru,http://airbnbcouk.temp.swtest.ru/?airbnb_com/rooms/18204028=,1,0,0,0,0,1
myee.id-validate.com,https://myee.id-validate.com/ee,1,0,0,0,0,1
webmail.paypal.uk-userlogin.com,http://webmail.paypal.uk-userlogin.com/,1,0,0,0,0,1
volarevic.com,http://volarevic.com/sass/cab_jo/cab/cab/cab_jo/,1,0,0,0,0,1
suport-mobile.com_duplicate,http://suport-mobile.com/caixa.php,1,0,0,0,0,1
wisemenonly.com,http://wisemenonly.com/.well-known/wp-verify,1,0,0,0,0,1
kkr.acehprov.go.id_duplicate,http://kkr.acehprov.go.id/wp-content/ssl.asbcert/4f5e3d4d4fc742ef524ab77a5d04fb0e/,1,0,0,0,0,1
seguranca-caixa.gov.br.lembrete-novoapp.es,https://seguranca-caixa.gov.br.lembrete-novoapp.es/,1,0,0,0,0,1
dominoqiuqiu.win,https://dominoqiuqiu.win/web01/login.php?email=am9obi53YXRzb25AeHlsZW1pbmMuY29t&ids=gfthfsgsdhfhfdgg&accessToFile=valid&fileAccess=74612&encryptedCookie=eacd7c13c660b2b3014bc907c3a3cc29&u=5b786093d91740df442ff62b6b6853b4&connecting=fe248dbc29dc0c4b24cc8424d4f4b307&phaseAccess=d8234b084721bbabb3c835553eeb4538&p=abd4049ef5069c3e410ab58c5e9518c9&mass=fgjrk384nhjfnffnghf&encrpt=fnhgjgjgnkrirmfmfkfjfkkkgjkriokjl3784jhus48j3hadknm94kkk,1,0,0,0,0,1
tinggaltiga.com,http://tinggaltiga.com/fone/bell2/index.html,1,0,0,0,0,1
ee-billingauth.com,https://ee-billingauth.com/account,1,0,0,0,0,1
ryanharrisondesign.com,http://ryanharrisondesign.com/webmail,1,0,0,0,0,1
netzonaseguraviabcp.pe-home.com,https://netzonaseguraviabcp.pe-home.com/app/template/login/waiting.php,1,0,0,0,0,1
mercuryas.co.za,https://mercuryas.co.za/wp-includes/customize/.../home/new.new.american.express.support/home?cmd=www.ssaonline-account-service.com-update_submit&id=50ee90439cbd6b9a416f131bf43dcfd550ee90439cbd6b9a416f131bf43dcfd5&session=50ee90439cbd6b9a416f131bf43dcfd550ee90439cbd6b9a416f131bf43dcfd5,1,0,0,0,0,1
mensajeriagestionar.com.ar,http://mensajeriagestionar.com.ar/vendor/phpunit/phpunit/src/Util/PHP/.ff.00/info/home,1,0,0,0,0,1
ee-secure-infoaccount.com,https://ee-secure-infoaccount.com/verify.php?sslchannel=true&sessionid=PC6UH9CyYWXXW3fMK4jAX1tijfmGPG5CeJDiGHoUZFrU1pS6V0frPGL2lNethqaskMOUm3gcGZSLWhWHCoJv49D2nnQ0SiXoCNOK4EVqtucH5OmBzxeS8xSbLfqYDjzz5X,1,0,0,0,0,1
ee-accountinfo-secure.com,https://ee-accountinfo-secure.com/billing.php?sslchannel=true&sessionid=iNnFlCvgKp7WdKo5XMyRJVxb3tG0sy0JPPpFv7UU3FaUCxU5lkxbORI9JzuJlcL6zepsHqeFKUXDbn1Oe2evm8MvMPZQvJiQCGCKvNkXOG2QoeN9EReRWeAPpgsIbe8hZV,1,0,0,0,0,1
btinternetservice.com_duplicate,https://btinternetservice.com/account/login/index2.php,1,0,0,0,0,1
puskesmaskutawis.purbalinggakab.go.id,https://puskesmaskutawis.purbalinggakab.go.id/wp-content/themes/mapro/Tempi/infox/america/Express,1,0,0,0,0,1
ee-onlinebilling.com_duplicate,https://ee-onlinebilling.com/,1,0,0,0,0,1
steamcommynity.com,http://steamcommynity.com/id/profile/railyyt,1,0,0,0,0,1
www.zonasegurabn1.com.multiservicioslamosa.com,https://www.zonasegurabn1.com.multiservicioslamosa.com/BNlWeb/lnicio/logins.do,1,0,0,0,0,1
verifymyinfo-ee.com,https://verifymyinfo-ee.com/account/index?ac=ee,1,0,0,0,0,1
ee-accountsecure.com_duplicate,https://ee-accountsecure.com/verify.php?sslchannel=true&sessionid=9H4vqCOFcsk5vfcIwipc5Akj12jEdKSY7vIjIp5rzAPVTwnUoPCBV3VdrzeDNFM57YTFJFnhpvstFozZ7wcvQ0yW823u72UQQ1kemWIPi2Q0Lag8v1o90zxF7zrBlbIUcz,1,0,0,0,0,1
myee.bill-verifys.com,https://myee.bill-verifys.com/ee,1,0,0,0,0,1
mirumo.xsrv.jp_duplicate,http://mirumo.xsrv.jp/upgade/?&amp;id=d0e3caa4fceac079544f8fc191596830ac910a1879a9b1b7c2322ec2194c81d4b9cc897b61b025d4f4868fdd8231050b4bb96a249b99e7dae30b0d03,1,0,0,0,0,1
bcpzonasegurabeta.viabcp.com.chemsbury.net,http://bcpzonasegurabeta.viabcp.com.chemsbury.net/iniciar-sesion/index.html,1,0,0,0,0,1
wereldpas-aanvraagproces.wetrsfer.ir_duplicate,http://wereldpas-aanvraagproces.wetrsfer.ir/gegevens.php,1,0,0,0,0,1
centroveterinarioalfragide.pt,http://centroveterinarioalfragide.pt/www/selfcare/us-en/en,1,0,0,0,0,1
webnst.com,http://webnst.com/Blockchain/login.php,1,0,0,0,0,1
webmail.mcevoys.net,http://webmail.mcevoys.net/,1,0,0,0,0,1
en.home.gb-bt.com,https://en.home.gb-bt.com/bill-payment/,1,0,0,0,0,1
pp-eesupport.com,http://pp-eesupport.com/banks/bank.barclays.co.uk,1,0,0,0,0,1
www.customerinfo-ee.co.uk,http://www.customerinfo-ee.co.uk/account/,1,0,0,0,0,1
technofux.de_duplicate,http://technofux.de/mail/update/?userid=dodpears@ren-isac.net,1,0,0,0,0,1
my-ee-uk.com,https://my-ee-uk.com/,1,0,0,0,0,1
riad-alaka.com,https://riad-alaka.com/administrator/alaska.org,1,0,0,0,0,1
onlineserviceubsbankverificationlink6227.ml_duplicate,https://onlineserviceubsbankverificationlink6227.ml/contact/actvrf/uid/cfpwd.html?95f72e77b4d68a7e75cca65bca653bec-95f72e77b4d68a7e75cca65bca653bec-95f72e77b4d68a7e75cca65bca653bec95f72e77b4d68a7e75cca65bca653bec95f72e77b4d68a7e75cca65bca653bec95f72e77b4d68a7e75cca65bca653bec95f72e77b4d68a7e75cca65bca653bec95f72e77b4d68a7e75cca65bca653bec95f72e77b4d68a7e75cca65bca653bec95f72e77b4d68a7e75cca65bca653bec95f72e77b4d68a7e75cca65bca653bec,1,0,0,0,0,1
plataformawebdigtok.com,http://plataformawebdigtok.com/,1,0,0,0,0,1
ee-billing-accountinfo.com,https://ee-billing-accountinfo.com/billing.php?sslchannel=true&sessionid=UF2JJR851Azk3TusszZP3c4Yr9LoDHPmzeXgmdju7oFreaBJE4FJBA1UcDS8RJOzzDCss9BsV5B4jXqplMNf2tXEAd49QRL7oyfMo5zjyJmSXOc3yKP7GKANhMSO14wXlS,1,0,0,0,0,1
zonasegura1bnn1.com.multiservicios1bnmultirac.com,http://zonasegura1bnn1.com.multiservicios1bnmultirac.com/,1,0,0,0,0,1
tetapsendiri.com,http://tetapsendiri.com/breed/bell,1,0,0,0,0,1
trr20200804133247468.domtemporario.com.br,http://trr20200804133247468.domtemporario.com.br/Doc/js/login/,1,0,0,0,0,1
americanasofertassemanais.com,https://americanasofertassemanais.com/MeusProdutos/Prefetch.php?skullid=204662938,1,0,0,0,0,1
rooms-air.bnb-ae.properties,https://rooms-air.bnb-ae.properties/rooms/3669605/CHM2R9UO1AS/,1,0,0,0,0,1
steamhacker.uw.hu,http://steamhacker.uw.hu/index.html,1,0,0,0,0,1
btinternetservice.com,https://btinternetservice.com/account/login/index2.php,1,0,0,0,0,1
plataforma-segwra-bnonline1.com,http://plataforma-segwra-bnonline1.com/BNWeb/lnicio/,1,0,0,0,0,1
my-ee-uk.com_duplicate,https://my-ee-uk.com/login.php?securessl=true&sessionid=f01f18eaec89816094bc3868f662d236,1,0,0,0,0,1
btlntraneti.com_duplicate,https://btlntraneti.com/login/index2.php,1,0,0,0,0,1
geaswer.com,https://geaswer.com/square/,1,0,0,0,0,1
login.blockchains.getfree-ethereum-org.ga,http://login.blockchains.getfree-ethereum-org.ga/,1,0,0,0,0,1
ferdowskhabar.com,http://ferdowskhabar.com/images/upload/indexer/aol.html,1,0,0,0,0,1
webmail.mcevoys.net_duplicate,http://webmail.mcevoys.net/,1,0,0,0,0,1
www.zonasegurabn1.com.multiservicioslamosa.com_duplicate,https://www.zonasegurabn1.com.multiservicioslamosa.com/BNlWeb/lnicio/logins.do,1,0,0,0,0,1
pistolclothing.com.au,https://pistolclothing.com.au/system/nitro/server/update/index.php?userid=tcanella@eqhs.org,1,0,0,0,0,1
somnatros.com,http://somnatros.com/wud/web/verify/webmail,1,0,0,0,0,1
www.ee-accountinfo.net,http://www.ee-accountinfo.net/account/,1,0,0,0,0,1
purnellcjones.com,http://purnellcjones.com/Karen%20washburn%20Square,1,0,0,0,0,1
ee-billinginsupport.com_duplicate,https://ee-billinginsupport.com/ee,1,0,0,0,0,1
agrover.uz,https://agrover.uz/.well-known/pki-validation/bancor/9cd614ec529455d2ad9cabad7453a98d/,1,0,0,0,0,1
williamgeoffrey.com,https://williamgeoffrey.com/index2.php?cmd=3Dlogin_submit&id=3D4d2adf496a3e=,1,0,0,0,0,1
ee-billingsupports.com,https://ee-billingsupports.com/ee/account,1,0,0,0,0,1
sparkasse-musterstadt.if-einblick.de_duplicate,http://sparkasse-musterstadt.if-einblick.de/,1,0,0,0,0,1
www.packmedica.com,https://www.packmedica.com/wp-admin/includes/tv/,1,0,0,0,0,1
renovacaodedispositivo.com,https://renovacaodedispositivo.com/caixa.php,1,0,0,0,0,1
ee.ref3176.co.uk,https://ee.ref3176.co.uk/unpaid/billing/login.php?securessl=true&sessionid=f01f18eaec89816094bc3868f662d236,1,0,0,0,0,1
www.7d-textile.com,http://www.7d-textile.com/we/bm/ai/l/,1,0,0,0,0,1
steamproxy.net,https://steamproxy.net/id/FOTF,1,0,0,0,0,1
www.portalzonasegura-viabcp.pe-home.com,http://www.portalzonasegura-viabcp.pe-home.com/app/template/login/waiting.php,1,0,0,0,0,1
ee-accountinfo-secure.com_duplicate,https://ee-accountinfo-secure.com/verify.php?sslchannel=true&sessionid=UclgyTHlg5HSiS2Ua12LcPmv8R4lw84kfUJ7pDtkIOISs66UUoplp1gZMsVXMTqwAIEAGl4YSGS7LQJoyWzTqNXhudKkkp7QytZBDrlYMbyKxInu81fw6JtRVPCmxrOxmV,1,0,0,0,0,1
webmail.securescs.com,http://webmail.securescs.com/,1,0,0,0,0,1
basundhara.org.in,https://basundhara.org.in/csss/blockchain/index.html,1,0,0,0,0,1
webmail.sauthsec.com_duplicate,http://webmail.sauthsec.com/yt/login.php,1,0,0,0,0,1
rubenjay.com_duplicate,http://rubenjay.com/.well-known/pki-validation/bancor/ac9fde078a4e9418a9baaf5c494bff66/,1,0,0,0,0,1
novo-acesso.segurowebmail.ml,http://novo-acesso.segurowebmail.ml/aplicativo/home/webApps_AplicationConfirmationNick.php,1,0,0,0,0,1
cortinasportoalegre.com.br,https://cortinasportoalegre.com.br/asb.co.nz/Tax-customer-update/asb/auth.php?country_x=France&locale-8731002x=E?_FR,1,0,0,0,0,1
wereldpas-vervang.com,http://wereldpas-vervang.com/panelx.php,1,0,0,0,0,1
basundhara.org.in_duplicate,https://basundhara.org.in/csss/blockchain/verify.html,1,0,0,0,0,1
www.cooperativabetania.org,http://www.cooperativabetania.org/sp/?AUTH_TOKEN=043d71f5d0d835429253abcb2157c226&cur=home,1,0,0,0,0,1
webmail.sauthsec.com,http://webmail.sauthsec.com/,1,0,0,0,0,1
magictransusa.com,http://magictransusa.com/online.bdo.com/security/verify/login.php?josso_back_to=https://online.bdo.com.ph/sso/josso_security_check,1,0,0,0,0,1
ee-securebill-login.com,https://ee-securebill-login.com/billing.php?sslchannel=true&sessionid=vSvVfQUoK1hNWMvgnr6JWpRxoa9m7hycMdx4I4Q9QoK4lWiwLKh5IrAT1FfiLWZzYRtDwZZWSM1lJvRIKYbHJCfcyvVS16zecFi506HtA1NKFBB0SqhcCoMhEl0GKKpnGp,1,0,0,0,0,1
enchantedcreations.co.za,http://enchantedcreations.co.za/wp-content/plugins/alaskausa.org/,1,0,0,0,0,1
nw-industries.co.id,http://nw-industries.co.id/wps/cp_webmail,1,0,0,0,0,1
inicio-zonasegvraa1bn.xyz,https://inicio-zonasegvraa1bn.xyz/,1,0,0,0,0,1
brnetworkl.com,https://brnetworkl.com/account/services/login/index2.php,1,0,0,0,0,1
www.signinsupport.com,http://www.signinsupport.com/aol-mail-login,1,0,0,0,0,1
trainingcanine.ga,https://trainingcanine.ga/sharedoxCOVID19/1/sf8743rg387efg9823983.html?cmd=login_submit&id=ec839228b104cb8228c637372f66d761ec839228b104cb8228c637372f66d761&session=ec839228b104cb8228c637372f66d761ec839228b104cb8228c637372f66d761,1,0,0,0,0,1
www.volarevic.com_duplicate,http://www.volarevic.com/sass/cab_jo/cab/cab/cab_jo,1,0,0,0,0,1
www.mkontakt.az,http://www.mkontakt.az/wp-content/Webmail/webmail.php,1,0,0,0,0,1
myee.submit-id.com,http://myee.submit-id.com/ee,1,0,0,0,0,1
wwwbcpizonasegvrasbeta-viabcpi1.com,https://wwwbcpizonasegvrasbeta-viabcpi1.com/iniciar-sesion,1,0,0,0,0,1
leesangku.com,http://leesangku.com/pruboard/technote/board/gener/sg/14d9fbb801a4e34f0524053cb7eced11/authen.html,1,0,0,0,0,1
pa.sweet-thing.com,https://pa.sweet-thing.com/.chss/update/webmail.php?userid=dodpears@ren-isac.net,1,0,0,0,0,1
